Year;Country Code;Country Name;Air transport, freight (million ton-km);Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP growth (annual %);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Mobile cellular subscriptions (per 100 people);Population density (people per sq. km of land area);Adjusted savings: education expenditure (% of GNI);Rural population (% of total population)
1998;MDG;Madagascar;28.89999962;0.195829626;1875.4;89.23;3.932336443;477.5926598;19460000.43;57.028;0.086327101;25.46478488;1.5;73.414
1999;MDG;Madagascar;27.89999962;0.189759268;1962.3;90.88;4.6591157;484.3500033;18019999.98;57.782;0.23394046;26.27939781;2.16;73.147
2000;MDG;Madagascar;27.323;0.183930721;1890.9;88.86;4.760065099;491.8201794;22339999.56;58.485;0.400169825;27.11216081;2.11;72.879
2001;MDG;Madagascar;10.206;0.181416416;2020.7;87.84;6.017824403;505.572592;23259999.99;59.129;0.907082079;27.96184613;2.32;72.609
2002;MDG;Madagascar;10.863;0.175960597;1967.4;86.06;-12.67378814;428.2200406;20390000.11;59.717;0.972316507;28.82882863;2.3;72.337
2003;MDG;Madagascar;9.72;0.170726079;2201.7;88.48;9.784892131;456.1356409;21019999.74;60.256;1.641667256;29.71272999;2.34;72.064
2004;MDG;Madagascar;12.657;0.165702438;2353.2;91.96;5.257003604;465.9872568;17780000.09;60.752;1.875459508;30.61353819;2.46;71.789
2005;MDG;Madagascar;15.363;0.163606105;2514.5;102.8;4.602899965;473.2483798;23429999.92;61.212;2.782770794;31.53132029;2.67;71.186
2006;MDG;Madagascar;18.773;0.158896041;2565.3;105.24;5.022607002;482.7091164;27089999.99;61.65;5.53958209;32.46598514;2.39;70.575
2007;MDG;Madagascar;23.941;0.154372366;2620.1;107.55;6.240578451;498.2329092;31529999.61;62.079;11.41126702;33.41735736;3.06;69.957
2008;MDG;Madagascar;12.188;0.160028221;2811.3;110.87;6.712632542;516.709609;37899999.38;62.509;24.18045922;34.38537848;2.64;69.33
2009;MDG;Madagascar;14.27;0.170158009;3183.4;116.44;-3.978708613;482.3383941;34649999.89;62.944;30.54967795;35.37008116;2.64;68.699
2010;MDG;Madagascar;23.775;0.165471803;3271.6;118.98;0.619239746;471.9592116;32500000.33;63.388;36.45921073;36.3717715;2.605;68.062
2011;MDG;Madagascar;21.27151636;0.160964188;3296.2;120.57;1.578427051;466.3491788;37740000.18;63.836;39.92266912;37.3739324;2.57;67.42
2012;MDG;Madagascar;24.97688;0.156623092;3348.9;126.8;3.011148115;467.4358012;37500783.89;64.28;39.28374931;38.40981961;2.69;66.773
2013;MDG;Madagascar;34.55841;0.152430706;3460.1;119.99;2.300376232;465.3887399;41737329.98;64.713;36.84955374;39.4658869;2.08;66.122
2014;MDG;Madagascar;31.07096;0.148368663;3627;123.75;3.339203113;468.1130008;37594908;65.133;41.17816498;40.54638536;2.08;65.466
2015;MDG;Madagascar;25.62026;0.144424663;3761.1;120.05;3.132298073;469.9423432;36676252.38;65.539;44.12695456;41.65364043;2.08;64.807
2016;MDG;Madagascar;11.96217;0.140593981;3906.2;121.29;3.993146064;475.7454692;38555587.25;65.931;32.12876245;42.78855277;2.08;64.144
2017;MDG;Madagascar;15.02506;0.146609999;3778.7;121.65477;3.933307595;481.3830835;41988986.89;66.311;34.14284;43.95073909;2.08;63.478
2018;MDG;Madagascar;16.24747;0.143605208;3792.424609;121.1246588;4.564792315;490.0973122;52123447.01;65.71329968;40.57034123;45.13985562;2.08;62.809
2019;MDG;Madagascar;;0.141861069;3825.634771;121.0546172;3.921782048;478.7619383;0;66.01209521;35.71297626;43.32634337;2.08;63.83978801
1960;MEX;Mexico;;0.500615202;1104.9;23.69;5.000000002;3907.493801;0;57.077;0;20.04478304;3.0032392;49.247
1961;MEX;Mexico;;0.500615202;1104.9;23.69;5.000000002;3977.12743;0;57.668;0;20.04478304;3.0032392;48.41
1962;MEX;Mexico;;0.481150554;1124.5;25.37;4.664414668;4035.334366;0;58.193;0;20.67713624;3.0032392;47.572
1963;MEX;Mexico;;0.464517597;1130.1;26.27;8.106886928;4229.161352;0;58.656;0;21.3289277;3.0032392;46.735
1964;MEX;Mexico;;0.448433859;1302;28.46;11.90548077;4587.853252;0;59.069;0;22.00214975;3.0032392;45.9
1965;MEX;Mexico;;0.432872442;1335.6;30.8;7.099999996;4762.94719;0;59.447;0;22.69803904;3.0032392;45.069
1966;MEX;Mexico;;0.417840727;1290;32.98;6.096139304;4898.341186;0;59.807;0;23.41610484;3.0032392;44.239
1967;MEX;Mexico;;0.403141582;1371.4;33.38;5.854924878;5026.513192;0;60.165;0;24.15504926;3.0032392;43.413
1968;MEX;Mexico;;0.389205709;1430.4;33.97;9.423278818;5332.580447;2380000.114;60.536;0;24.91420664;3.0032392;42.589
1969;MEX;Mexico;;0.375811295;1492.7;33.94;3.418620026;5347.784072;4230000.019;60.932;0;25.69267677;3.0032392;41.771
1970;MEX;Mexico;36.70000076;0.343499231;1540.8;35.47;6.502484033;5524.272386;7930000.031;61.362;0;26.48914067;3.0032392;40.979
1971;MEX;Mexico;42.40000153;0.333274468;1530;37.04;3.762467686;5561.181871;7330000.24;61.829;0;27.30336326;3.0032392;40.221
1972;MEX;Mexico;54.29999924;0.323350127;1513.6;38.96;8.228807312;5841.222341;10089999.69;62.327;0;28.13341032;3.0032392;39.468
1973;MEX;Mexico;67.59999847;0.314588891;1501.6;40.02;7.861119861;6117.589153;10750000.07;62.845;0;28.97415211;3.0032392;38.721
1974;MEX;Mexico;67.5;0.305140163;1613.8;40.96;5.77682723;6287.634863;5880000.114;63.378;0;29.81908177;3.0032392;37.978
1975;MEX;Mexico;76.19999695;0.297141558;1745;43.04;5.74448505;6465.769053;12380000;63.922;0;30.66331593;3.0032392;37.241
1976;MEX;Mexico;87.09999847;0.289604274;1729.8;43.6;4.417444135;6571.23112;10580000.28;64.467;0;31.50399444;3.0032392;36.509
1977;MEX;Mexico;92.30000305;0.282838038;1779.4;47.46;3.390639707;6618.139039;12760000.08;65.009;0;32.34131691;3.0032392;35.785
1978;MEX;Mexico;106.0999985;0.275758371;1918.5;51.92;8.956942328;7029.240771;8939999.789;65.54;0;33.17722627;3.0032392;35.066
1979;MEX;Mexico;121.6999969;0.265940164;2009;50.47;9.698170138;7520.981611;17700000.1;66.055;0;34.01522519;3.0032392;34.354
1980;MEX;Mexico;131.5;0.260620461;2191.1;54.68;9.233251984;8016.884744;12429999.58;66.553;0;34.85756938;2.9;33.661
1981;MEX;Mexico;137;0.253560041;2292.5;58.07;8.525606663;8494.012101;8929999.847;67.031;0;35.70442861;3.4;33.13
1982;MEX;Mexico;110.5999985;0.250426922;2415.5;58.61;-0.520808042;8253.446209;7999999.94;67.493;0;36.55374572;3.7;32.604
1983;MEX;Mexico;109.1999969;0.252072297;2183.7;60.62;-3.486421804;7784.85919;13909999.97;67.942;0;37.40286479;2.6;32.081
1984;MEX;Mexico;145.8000031;0.245324204;2340.5;60.59;3.410814135;7872.457697;18199999.99;68.38;0;38.24822192;2.6;31.563
1985;MEX;Mexico;170;0.245198019;2431.1;62.48;2.187693116;7872.017716;28099999.85;68.809;0;39.08716016;2.6;31.05
1986;MEX;Mexico;155.1000061;0.2363945;2332.4;65.28;-3.078955375;7470.792683;21930000.25;69.232;0;39.91825819;2.6;30.541
1987;MEX;Mexico;169;0.242853287;2321.8;64.93;1.722439312;7445.85369;24629999.88;69.649;0;40.74183029;2.5;30.037
1988;MEX;Mexico;121.5;0.243821164;2180.5;63.16;1.283260997;7393.108281;31590000.63;70.062;0.001856695;41.55905296;2.3;29.538
1989;MEX;Mexico;114.4000015;0.250774166;2198.2;60.98;4.105509331;7548.976672;20059999.59;70.469;0.010319425;42.37193909;2.2;29.044
1990;MEX;Mexico;143.1999969;0.258615559;2424.4;65.92;5.175768386;7790.799673;28490000.31;70.866;0.076153937;43.1817341;2.2;28.581
1991;MEX;Mexico;162.6999969;0.262218597;2426.9;68.75;4.214754839;7970.144395;23069999.7;71.248;0.188157016;43.9891062;2.4;28.184
1992;MEX;Mexico;158.8000031;0.257582136;2708.2;69.03;3.541102416;8104.291077;23759999.74;71.61;0.359054269;44.79288973;2.9;27.791
1993;MEX;Mexico;150.8999939;0.254227229;2639.4;71.9;1.941155848;8117.089816;33110000.13;71.953;0.435689797;45.5903907;2.7;27.402
1994;MEX;Mexico;225.1999969;0.250109809;2518.3;73.77;4.941080676;8373.513529;31449999.99;72.279;0.631403871;46.37794182;3.5;27.015
1995;MEX;Mexico;155.8999939;0.24611817;2519.6;78.45;-6.291230821;7717.721531;29919999.36;72.598;0.751132801;47.15310836;3.7;26.632
1996;MEX;Mexico;168.8000031;0.243883209;2552.9;76.16;6.773258694;8109.198698;13129999.91;72.925;1.097082587;47.91637851;4.8391378;26.33
1997;MEX;Mexico;227.1999969;0.240828228;2678.7;79.49;6.846852279;8530.355085;17279999.73;73.268;1.839969943;48.66946269;4.9672065;26.071
1998;MEX;Mexico;284.7999878;0.237683473;2639.3;82.09;5.163925168;8835.875543;11759999.99;73.625;3.486990721;49.41295867;3.4;25.814
1999;MEX;Mexico;317;0.235092983;2708.1;87.13;2.753554247;8946.132877;17330000.4;73.988;7.931115889;50.14780833;3.56;25.559
2000;MEX;Mexico;309.858;0.231597936;2760.9;88.41;4.942453715;9253.968046;9879999.95;74.34;14.23448136;50.8757144;4.11;25.278
2001;MEX;Mexico;295.884;0.230821798;2855.2;92.57;-0.404390127;9088.053319;14239999.86;74.658;21.69288102;51.59502714;4.33;24.955
2002;MEX;Mexico;341.598;0.227998772;2913.1;92.5;-0.039844481;8960.554086;9370000.123;74.922;25.49867503;52.30831966;4.59;24.635
2003;MEX;Mexico;350.089;0.229450582;2964;94.9;1.446382684;8967.02919;2839999.855;75.118;29.19810068;53.0265799;5.12;24.318
2004;MEX;Mexico;394.925;0.222111803;3078.6;98.06;3.92059081;9190.741592;6809999.942;75.243;36.79008756;53.76420793;4.72;24.003
2005;MEX;Mexico;390.425;0.219762798;3130.8;98.48;2.307807066;9270.656542;7500000.088;75.3;44.45889887;54.53082795;4.85;23.692
2006;MEX;Mexico;456.958;0.217208691;3213.3;103.46;4.495077894;9547.333571;7850000.113;75.296;51.50184288;55.33071993;4.69;23.384
2007;MEX;Mexico;482.34;0.215433653;3353;104.79;2.291445714;9622.047957;5229999.84;75.255;60.96835755;56.15911006;4.69;23.08
2008;MEX;Mexico;482.785;0.210711031;3452.3;105.51;1.143584587;9587.636339;7199999.899;75.194;67.95405391;57.00520641;4.78;22.778
2009;MEX;Mexico;714.057;0.206741921;3433.7;105.21;-5.285744137;8947.741474;1539999.969;75.128;73.97358941;57.85328172;5.09;22.48
2010;MEX;Mexico;908.9481708;0.206033741;3500.9;107.47;5.118118143;9271.398233;1999999.899;75.065;80.09564358;58.69130533;5.01;22.185
2011;MEX;Mexico;774.6035196;0.198598955;3240.2;108.25;3.66300793;9477.887185;6529999.888;75.011;81.75190485;59.51566295;5.04;21.889
2012;MEX;Mexico;763.8862606;0.197400698;3453.1;112.52;3.642322679;9690.869065;10067305.16;74.966;85.89038906;60.32776306;5.002434693;21.595
2013;MEX;Mexico;677.1399889;0.196747947;3386.6;115.29;1.354091962;9693.722969;3289147.419;74.93;89.83415248;61.12665501;4.598501101;21.301
2014;MEX;Mexico;617.5295527;0.19362698;3581.8;117.33;2.804340128;9839.050191;10028946.92;74.908;87.19889276;61.91266648;5.153371055;21.007
2015;MEX;Mexico;714.003211;0.188957239;3470.1;119.88;3.287991599;10037.20149;6867376.707;74.904;88.37175565;62.68590139;5.212838538;20.715
2016;MEX;Mexico;760.849242;0.182935072;3748.9;126.72;2.910546459;10205.79575;4939827.057;74.917;90.59237542;63.44472646;5.212838538;20.423
2017;MEX;Mexico;928.8355098;0.191018137;3799.7;119.1301635;2.118082347;10301.35788;7291516.93;74.947;91.62670695;64.18751717;5.212838538;20.133
2018;MEX;Mexico;1090.37819;0.187337335;3626.976959;122.2266366;2.135958121;10403.5404;10278041.1;74.91533882;95.2316028;64.91462641;5.194004555;19.844
2019;MEX;Mexico;;0.184873292;3724.047851;124.6152765;2.57170709;10237.39701;0;74.9272452;91.22246231;63.77791205;5.211613923;20.29142588
1960;MMR;Myanmar;;0.445712569;1535;21.53;0.47156108;153.3439329;0;42.381;0;33.9866328;1.6446102;80.774
1961;MMR;Myanmar;;0.445712569;1535;21.53;0.47156108;150.7744946;0;42.961;0;33.9866328;1.6446102;80.434
1962;MMR;Myanmar;;0.436608749;1560.2;24;4.08687253;153.5758522;0;43.567;0;34.73034091;1.6446102;80.09
1963;MMR;Myanmar;;0.427618628;1521.2;24.95;13.34929493;170.3208913;0;44.215;0;35.49628332;1.6446102;79.741
1964;MMR;Myanmar;;0.418673107;1623.1;26.2;-5.89401884;156.7711056;0;44.907;0;36.29125685;1.6446102;79.387
1965;MMR;Myanmar;;0.409326561;1575.6;25.46;10.69264951;169.6600792;0;45.63;0;37.11992992;1.6446102;79.029
1966;MMR;Myanmar;;0.400419917;1380.2;22.44;-4.851778704;157.7571123;0;46.357;0;37.98381124;1.6446102;78.666
1967;MMR;Myanmar;;0.391183649;1545.7;24.98;-5.925258883;144.9863117;0;47.055;0;38.88065;1.6446102;78.299
1968;MMR;Myanmar;;0.382083615;1588.4;25.31;12.05934018;158.6911777;0;47.698;0;39.80666524;1.6446102;77.927
1969;MMR;Myanmar;;0.373556705;1616.1;25.12;3.291741121;160.0957517;1109999.999;48.279;0;40.75626434;1.6446102;77.551
1970;MMR;Myanmar;1.799999952;0.365615709;1611.2;26;4.979330597;164.1647237;2510000.02;48.796;0;41.72517214;1.6446102;77.17
1971;MMR;Myanmar;2;0.357171645;1635.1;26.72;4.129962445;166.9966188;2659999.996;49.258;0;42.71161673;1.6446102;76.785
1972;MMR;Myanmar;2.099999905;0.348966264;1543.3;25.12;2.435841373;167.1344924;4069999.903;49.686;0;43.7159118;2.7;76.394
1973;MMR;Myanmar;2.200000048;0.32440473;1680.1;27.45;-0.968124718;161.7344915;3629999.936;50.098;0;44.7381461;3.1;76.097
1974;MMR;Myanmar;1.799999952;0.317329157;1671;27.76;5.342375689;166.5009298;4769999.921;50.503;0;45.77908162;1.6446102;76.087
1975;MMR;Myanmar;1.100000024;0.31050833;1742.2;29.13;4.152709189;169.4913812;9459999.978;50.907;0;46.83890045;1.9;76.078
1976;MMR;Myanmar;1.100000024;0.303950193;1799.4;29.6;6.080396229;175.7593107;6680000.067;51.312;0;47.914957;1.6;76.067
1977;MMR;Myanmar;1.200000048;0.298188308;1845.3;30.41;5.952286611;182.0787193;7520000.268;51.714;0;49.00502188;1.6;76.058
1978;MMR;Myanmar;1.200000048;0.291858165;1992.8;33.31;6.517817023;189.6701684;9619999.767;52.113;0;50.10983872;1.6;76.048
1979;MMR;Myanmar;1.299999952;0.285740774;2197.4;33.76;5.201277481;195.169372;22339999.8;52.511;0;51.23082902;1.6147895;76.038
1980;MMR;Myanmar;1.5;0.279713431;2600.2;39.49;7.938538081;206.0900453;16919999.84;52.91;0;52.36758729;1.6147895;76.027
1981;MMR;Myanmar;1.5;0.274613253;2766.5;42.82;6.355754592;214.4750957;17320000.5;53.315;0;53.51847171;1.6147895;76.018
1982;MMR;Myanmar;1.700000048;0.269209346;2989.1;45.12;5.603876426;221.690799;15599999.46;53.726;0;54.67801818;1.6147895;76.007
1983;MMR;Myanmar;1.600000024;0.263429044;2874.7;46;4.39109268;226.62132;18250000.03;54.14;0;55.83713315;1.6147895;75.958
1984;MMR;Myanmar;2.299999952;0.25753509;2890.3;47.3;4.932728026;233.0126691;14080000.01;54.556;0;56.9843116;1.6147895;75.788
1985;MMR;Myanmar;2.299999952;0.252599686;2896.7;48.47;2.851000239;235.0140875;23690000.1;54.97;0;58.10981118;1.6147895;75.619
1986;MMR;Myanmar;2.400000095;0.247968383;2863.7;48.64;-1.057348757;228.194487;20660000.14;55.375;0;59.21363956;1.6147895;75.448
1987;MMR;Myanmar;2.5;0.242968191;2885.9;47.52;-4.005631786;215.1299269;21020000.36;55.768;0;60.29368516;1.5849688;75.276
1988;MMR;Myanmar;2.5;0.238289756;2754.6;46.29;-11.35243948;187.4660722;18570000.24;56.144;0;61.336186;1.6;75.104
1989;MMR;Myanmar;1;0.234168084;2747.6;43.93;3.695297423;191.311496;17080000.42;56.505;0;62.32430456;1.2616442;74.931
1990;MMR;Myanmar;1.100000024;0.23144923;2762.5;43.39;2.816933273;193.8274561;22719999.68;56.849;0;63.24815467;1.2616442;74.757
1991;MMR;Myanmar;1.100000024;0.228072453;2658.2;42.07;-0.650616908;190.0150939;27700000.29;57.18;0;64.09737277;1.2616442;74.582
1992;MMR;Myanmar;1.100000024;0.22484956;2706.8;47.59;9.660942453;205.8587694;21389999.98;57.504;0;64.88001347;1.2616442;74.407
1993;MMR;Myanmar;1.100000024;0.223338763;2839;51.69;6.039410227;215.8060991;20880000;57.823;0.001499184;65.62720262;1.2616442;74.231
1994;MMR;Myanmar;1.100000024;0.219761334;2944.5;55.72;7.477958358;229.3059498;27879999.46;58.141;0.004425653;66.38220767;0.9383197;74.054
1995;MMR;Myanmar;1.200000048;0.217304163;2777;57.55;6.948051437;242.3437013;41629999.95;58.46;0.006300454;67.17507421;0.9;73.876
1996;MMR;Myanmar;1.200000048;0.214680009;2853.8;58.9;6.442715347;254.7620247;17540000.2;58.78;0.016332148;68.01757505;0.9383197;73.697
1997;MMR;Myanmar;7.599999905;0.212293747;2770.6;58.41;5.651582963;265.7227625;25350000.08;59.101;0.018859698;68.8974401;0.9383197;73.518
1998;MMR;Myanmar;6.599999905;0.209509853;2799.3;59.34;5.866213153;277.7088425;26859999.9;59.422;0.018670845;69.79101509;0.3952019;73.337
1999;MMR;Myanmar;6.199999809;0.209826202;2963.4;68;10.94512998;304.3025442;28499999.64;59.744;0.024661616;70.66296937;0.4;73.157
2000;MMR;Myanmar;0.774;0.212094679;3053.6;75.01;13.74593056;342.1412626;33760000.05;60.063;0.028675269;71.48713315;0.3;72.975
2001;MMR;Myanmar;0.882;0.21153996;3109.8;79.85;11.34399707;376.8766631;31589999.53;60.377;0.048006231;72.26048903;0.8;72.792
2002;MMR;Myanmar;1.988;0.206741115;3113.1;82.5;12.02551343;417.9757775;25680000.31;60.685;0.100586617;72.99043823;0.7;72.609
2003;MMR;Myanmar;2.078;0.204594489;3236.8;87.63;13.84399689;471.4254303;23719999.91;60.989;0.138148529;73.67399394;0.6;72.425
2004;MMR;Myanmar;2.463;0.20409977;3332.9;91.41;13.56466162;530.7913374;24589999.8;61.294;0.190369571;74.32353463;0.61024883;72.24
2005;MMR;Myanmar;2.722;0.205495723;3441;98.07;13.56895002;598.0674879;32399999.24;61.607;0.262921757;74.92029509;0.62049766;72.054
2006;MMR;Myanmar;2.788;0.209650707;3555.7;110.53;13.07610138;671.4549402;31520000.16;61.938;0.434501902;75.44500895;0.630746489;71.868
2007;MMR;Myanmar;2.867;0.21315368;3667.6;117.01;11.99143524;747.1162512;39750000.18;62.294;0.499060135;75.92954309;0.640995319;71.681
2008;MMR;Myanmar;2.83;0.214181387;3767.7;126.3;10.25530539;818.6511894;39119999.8;62.678;0.735811404;76.42565092;0.651244149;71.493
2009;MMR;Myanmar;2.614;0.214804401;3781.6;129.81;10.5500091;899.2426442;34470000.67;63.089;0.999007629;76.91775142;0.661492979;71.305
2010;MMR;Myanmar;2.06226;0.213652673;3798.1;131.81;9.634439452;979.05163;37410000.38;63.525;1.173894066;77.458926;0.671741808;71.115
2011;MMR;Myanmar;3.53038;0.211529122;3589.8;129.45;5.591482378;1025.892298;37319999.94;63.983;2.43891734;78.05203661;0.681990638;70.925
2012;MMR;Myanmar;3.829875041;0.209107697;3557.6;125.39;7.332670447;1092.056509;37945751.02;64.453;7.254130144;78.71652453;0.86290769;70.734
2013;MMR;Myanmar;2.861556;0.207743314;3592.9;129.98;8.426001025;1174.054087;42935786.66;64.921;13.17657628;79.39678294;1.043824743;70.543
2014;MMR;Myanmar;3.90162;0.206117706;3637.4;132.82;7.990915597;1257.483616;37958674.44;65.378;55.52579278;80.0526842;1.224741795;70.35
2015;MMR;Myanmar;3.3857879;0.206773916;3656.9;135.35;6.99284029;1335.203872;43600923.62;65.81;77.81539875;80.66504257;1.405658847;70.142
2016;MMR;Myanmar;5.065285902;0.205635847;3607.4;135.83;5.862472915;1403.767118;41624496.98;66.205;95.3647362;81.22316715;1.586575899;69.918
2017;MMR;Myanmar;4.833935501;0.206557776;3613.7;133.6179124;6.758628824;1489.171749;33070177.15;66.558;89.81715795;81.73972714;1.767492951;69.678
2018;MMR;Myanmar;4.742159832;0.206223298;3629.705183;135.0529816;6.200051072;1571.907217;42913547.22;65.97764728;113.8444919;82.23861548;1.488033384;69.421
2019;MMR;Myanmar;;0.205948094;3618.155679;135.5997334;6.416099328;1444.963308;0;66.27387373;92.78399949;81.44808718;1.626427023;69.80350788
1960;MNG;Mongolia;;0.635322722;400;104.2;8.342136115;1440.624571;0;48.392;0;0.632211179;8.8;64.321
1961;MNG;Mongolia;;0.635322722;400;104.2;8.342136115;1440.624571;0;49.304;0;0.632211179;8.8;62.318
1962;MNG;Mongolia;;0.715893225;861.6;97.42;8.342136115;1440.624571;0;50.185;0;0.650971961;8.8;60.27
1963;MNG;Mongolia;;0.699359065;817.8;88.13;8.342136115;1440.624571;0;51.012;0;0.670964108;8.8;58.944
1964;MNG;Mongolia;;0.791055305;898.3;89.7;8.342136115;1440.624571;0;51.771;0;0.691646283;8.8;58.415
1965;MNG;Mongolia;;0.783110112;772.8;95.68;8.342136115;1440.624571;0;52.461;0;0.712636783;8.8;57.886
1966;MNG;Mongolia;;0.776342349;662.5;102.53;8.342136115;1440.624571;0;53.098;0;0.733773398;8.8;57.353
1967;MNG;Mongolia;;0.698096047;816.2;107.03;8.342136115;1440.624571;0;53.702;0;0.755162981;8.8;56.819
1968;MNG;Mongolia;;0.643689359;525.7;98.66;8.342136115;1440.624571;0;54.285;0;0.776992199;8.8;56.283
1969;MNG;Mongolia;;0.600540648;317.9;98.41;8.342136115;1440.624571;0;54.845;0;0.799591905;8.8;55.664
1970;MNG;Mongolia;;0.58178406;681.2;100.86;8.342136115;1440.624571;0;55.364;0;0.82315778;8.8;54.948
1971;MNG;Mongolia;;0.588436278;899;99.96;8.342136115;1440.624571;0;55.819;0;0.847762558;8.8;54.23
1972;MNG;Mongolia;;0.571988767;497.2;105.85;8.342136115;1440.624571;0;56.192;0;0.873265275;8.8;53.509
1973;MNG;Mongolia;;0.5646588;1085.3;106.59;8.342136115;1440.624571;0;56.477;0;0.899420685;8.8;52.789
1974;MNG;Mongolia;;0.556859065;752.8;114.09;8.342136115;1440.624571;0;56.676;0;0.92588957;8.8;52.067
1975;MNG;Mongolia;;0.558915582;1113.8;127.88;8.342136115;1440.624571;0;56.796;0;0.952426041;8.8;51.344
1976;MNG;Mongolia;;0.624644528;841.8;119.92;8.342136115;1440.624571;0;56.848;0;0.978954788;8.8;50.619
1977;MNG;Mongolia;;0.704131137;855.3;112.87;8.342136115;1440.624571;0;56.86;0;1.005567213;8.8;49.897
1978;MNG;Mongolia;;0.719493536;626.9;126.3;8.342136115;1440.624571;0;56.861;0;1.032406859;8.8;49.173
1979;MNG;Mongolia;;0.70461419;566.2;125.67;8.342136115;1440.624571;0;56.875;0;1.059689359;8.8;48.512
1980;MNG;Mongolia;;0.699564755;517;119.41;8.342136115;1440.624571;0;56.936;0;1.087580782;8.8;47.917
1981;MNG;Mongolia;;0.699173625;635.1;121.03;8.342136115;1440.624571;0;57.074;0;1.115808208;8.8;47.324
1982;MNG;Mongolia;;0.7037076;1042.6;124.41;8.342136115;1521.951195;0;57.295;0;1.144292464;8.8;46.732
1983;MNG;Mongolia;;0.719607551;1387.5;129.85;5.834037954;1570.554593;0;57.595;0;1.173572955;8.8;46.14
1984;MNG;Mongolia;;0.712953412;966.3;126.47;5.933419453;1621.173418;0;57.968;0;1.20438863;8.8;45.548
1985;MNG;Mongolia;;0.703997802;1395.6;127.94;5.712872261;1668.49739;2779999.971;58.392;0;1.237081928;8.8;44.96
1986;MNG;Mongolia;;0.660827502;1380.6;136.63;9.374994513;1774.659348;2899999.994;58.836;0;1.272116944;10.8706786;44.372
1987;MNG;Mongolia;;0.656062132;1106.6;131.48;3.458648471;1784.538867;2260000.005;59.266;0;1.308828755;10.0675371;43.785
1988;MNG;Mongolia;;0.65319912;1269.1;128.44;5.107972312;1825.094968;2279999.99;59.655;0;1.345113803;9.2643957;43.2
1989;MNG;Mongolia;;0.641752892;1248.3;136.54;4.178195743;1855.796968;4729999.927;59.992;0;1.378132161;11.0872815;42.922
